주민등록번호,이름,연봉,결혼여부,자녀수,부양가족수,의료비공제액,교육비공제액,주택자금공제액,기부금공제액,신용카드사용액,체크카드사용액,현금영수증사용액,연금저축공제액,퇴직연금공제액,소득공제총액
890927-2404066,이아름,30180000,미혼,3,5,1150000,1980000,40000,30000,80400000,88440000,46090000,3250000,1550000,8000000
610115-2445573,김선영,38950000,기혼,0,1,1550000,2790000,4240000,420000,13890000,70220000,24480000,470000,1940000,11410000
340300-1144789,오동현,87540000,기혼,0,1,3080000,840000,3850000,200000,48040000,54710000,14050000,2890000,2110000,12970000
720513-2289772,황상훈,61400000,기혼,0,3,250000,2000000,7090000,1620000,36310000,27270000,22570000,3230000,2080000,16270000
040526-2419833,김서윤,88500000,미혼,1,3,2740000,2640000,4820000,490000,32860000,31550000,30630000,3320000,6590000,20600000
900106-2383603,김은서,51160000,기혼,2,1,4970000,2230000,1530000,1440000,126320000,41430000,28340000,3920000,2550000,16640000
330002-2565956,박상철,73840000,기혼,2,1,2100000,1420000,4040000,1820000,147620000,84740000,24500000,1710000,1080000,12170000
480718-1819740,김준혁,69750000,미혼,1,1,4290000,420000,480000,1890000,71460000,89730000,39740000,2380000,3600000,13060000
260015-2252067,최민수,54100000,미혼,3,2,3380000,1080000,7330000,1560000,73660000,26050000,30570000,540000,5840000,19730000
490302-2281740,홍정희,39810000,기혼,0,4,2940000,80000,4580000,1660000,10700000,96300000,39430000,3760000,4540000,17560000
410809-2851837,박병철,90050000,미혼,0,4,2820000,2420000,7080000,1570000,162100000,81290000,35630000,1460000,2990000,18340000
760011-2194618,백지은,65070000,기혼,2,5,2570000,2010000,6090000,1050000,110360000,82970000,30410000,2820000,310000,14850000
100706-2215923,배수민,28090000,미혼,0,4,4370000,1790000,3570000,570000,113520000,9950000,29270000,1500000,1930000,13730000
000416-1311856,조영철,65510000,기혼,0,3,2860000,600000,6650000,880000,112490000,95320000,47200000,1840000,4430000,17260000
740415-2880212,최민지,58000000,기혼,3,1,1290000,900000,1800000,1100000,175140000,62920000,39110000,3950000,4910000,13950000
930408-1564846,김진우,43540000,기혼,3,4,3880000,20000,6950000,600000,51630000,64720000,9780000,120000,2070000,13640000
090107-1758758,김정웅,50160000,미혼,1,1,3280000,1640000,3480000,1180000,22910000,7630000,15170000,1160000,1990000,12730000
470006-2641381,박지연,37170000,기혼,2,1,4930000,1700000,7990000,880000,117200000,38120000,5150000,3320000,1670000,20490000
340202-1155770,김경수,88580000,기혼,0,3,1760000,1590000,2670000,970000,188650000,54210000,2820000,1140000,4630000,12760000
810710-2052469,이지우,61380000,미혼,2,2,1380000,180000,4870000,1930000,26480000,23030000,12290000,2710000,3250000,14320000
090325-1319361,권영숙,48260000,기혼,0,2,830000,1950000,6180000,1840000,171300000,56950000,9630000,3630000,6390000,20820000
280603-1372506,김우진,26430000,미혼,1,2,3930000,2440000,5050000,460000,26780000,98470000,17890000,3250000,6430000,21560000
140210-2233390,류지아,56750000,기혼,2,2,3060000,1230000,7680000,940000,116470000,42200000,17520000,3920000,5680000,22510000
300410-2189361,김서영,53740000,기혼,0,2,3720000,1850000,1790000,580000,158420000,68640000,20680000,3280000,2930000,14150000
350013-1859573,이예진,93650000,미혼,1,1,780000,1960000,5550000,1360000,24720000,77760000,23380000,1370000,2340000,13360000
260319-2453287,허서준,55150000,미혼,2,3,1510000,900000,5770000,100000,38790000,87760000,35450000,2310000,3730000,14320000
380724-1803784,김성민,28690000,미혼,2,4,3980000,2810000,290000,1000000,61400000,64430000,19350000,1630000,2230000,11940000
010203-2816804,홍영수,30370000,미혼,1,1,550000,1940000,6630000,1770000,105710000,59300000,37590000,1130000,5830000,17850000
780027-2116724,강은영,25080000,미혼,1,1,250000,2980000,6830000,300000,141640000,73380000,33280000,1930000,3330000,15620000
950214-1049920,김정웅,52010000,미혼,0,1,2240000,2040000,2030000,290000,153310000,42080000,24830000,3780000,1550000,11930000
540603-1929196,김예준,46810000,미혼,3,4,2820000,1180000,3470000,1000000,23950000,16170000,35050000,3990000,4840000,17300000
980317-2695052,김현우,84210000,기혼,3,4,4180000,2750000,6450000,550000,92170000,44960000,6400000,790000,5830000,20550000
070101-1697220,한광수,93550000,미혼,1,1,4510000,1600000,4990000,1400000,178160000,22760000,39270000,2720000,870000,16090000
110923-2217769,박영일,47050000,기혼,2,4,2360000,2240000,4160000,540000,155000000,94840000,39070000,2610000,1690000,13600000
370601-2341795,박정웅,81090000,미혼,3,1,1480000,2140000,5740000,940000,179850000,36430000,27030000,1110000,6340000,17750000
010621-1414860,이경숙,71620000,기혼,0,2,3710000,90000,3140000,1370000,71640000,16070000,40200000,470000,5950000,14730000
960402-2037715,최아름,98590000,기혼,2,4,3020000,230000,5810000,520000,21590000,26920000,34440000,3690000,760000,14030000
620326-1579977,김준호,88590000,기혼,0,5,560000,1370000,1450000,1100000,14020000,25840000,21200000,3170000,2460000,10110000
460122-1283470,김상훈,84870000,기혼,0,3,4130000,1870000,7060000,960000,41220000,72150000,9670000,3990000,1730000,19740000
760314-1604209,고은서,83780000,미혼,0,3,4920000,1040000,1880000,880000,100950000,24750000,47250000,3130000,6060000,17910000
980015-2745119,허민지,70510000,기혼,0,1,2730000,2190000,6320000,80000,126180000,7660000,43970000,3710000,3090000,18120000
710106-2344064,황정식,50960000,기혼,3,3,2590000,1560000,4870000,1720000,83810000,80460000,20720000,3900000,3150000,17790000
210627-2185615,김은서,30140000,기혼,1,5,2010000,2210000,2470000,1160000,111590000,69160000,21150000,3630000,2120000,13600000
290202-2234864,김하윤,49670000,미혼,3,2,670000,2450000,6460000,1860000,52130000,86990000,43780000,430000,6090000,17960000
890212-2435629,이승현,84440000,미혼,2,2,3500000,1920000,4690000,710000,29680000,69250000,39330000,980000,2650000,14450000
050314-1628165,최현정,51600000,기혼,1,4,530000,2340000,6470000,600000,12030000,58080000,9840000,2440000,2830000,15210000
700323-1282150,최옥순,48560000,기혼,3,5,4400000,1100000,5170000,90000,73600000,67050000,39260000,3690000,290000,14740000
040328-1264365,이상현,72500000,미혼,0,2,4020000,1140000,1960000,980000,157790000,34560000,24890000,980000,1600000,10680000
590416-1736011,김예원,26310000,미혼,3,1,3820000,2070000,820000,1590000,155600000,82500000,26490000,2520000,2990000,13810000
940218-2802701,김은주,46120000,미혼,3,5,130000,630000,4570000,510000,25540000,78640000,11320000,720000,420000,6980000
720620-2252226,장영철,91440000,기혼,1,1,2870000,960000,6080000,440000,53580000,93880000,31700000,3090000,3130000,16570000
960214-2108376,박준영,58040000,기혼,1,2,4250000,1460000,7520000,130000,151850000,55050000,13980000,1220000,3750000,18330000
460822-1712974,민준서,86050000,기혼,3,4,4160000,510000,3050000,1570000,123200000,41090000,34200000,2520000,2480000,14290000
400011-2567679,엄명숙,99770000,미혼,2,2,3420000,1590000,2600000,1910000,148160000,76160000,9620000,3360000,1490000,14370000
180820-2233110,박은지,21690000,미혼,2,1,1100000,1860000,5640000,770000,78000000,32120000,10030000,2300000,5420000,17090000
540915-2667388,이춘자,24230000,기혼,3,1,1650000,1870000,6990000,240000,182700000,65680000,26660000,3570000,6230000,20550000
670511-2010060,이영호,30300000,기혼,3,3,3920000,2450000,6170000,800000,176790000,38990000,7360000,950000,5150000,19440000
060923-1262259,이지은,24670000,기혼,1,1,3380000,1580000,2400000,250000,130870000,24980000,20810000,3750000,4580000,15940000
690428-1134104,김순옥,44510000,기혼,1,5,2470000,430000,3070000,1390000,157360000,96180000,35180000,2150000,3130000,12640000
250910-1364713,강민서,42940000,기혼,0,4,3520000,520000,1590000,190000,119100000,42230000,23730000,3860000,5260000,14940000
080627-2290765,이종수,78450000,미혼,0,1,2600000,1040000,4240000,1030000,176990000,16180000,5930000,2430000,1120000,12460000
080108-2584658,안경수,96760000,미혼,2,2,1710000,630000,1060000,610000,122700000,26380000,21320000,3920000,5050000,12980000
420913-2319508,최미숙,50560000,미혼,1,4,3730000,100000,2110000,300000,192050000,20540000,10830000,2800000,5910000,14950000
510903-2247268,이춘자,50610000,기혼,1,1,3110000,710000,1360000,240000,197080000,12920000,20710000,3730000,1150000,10300000
390723-1631168,한예준,91010000,기혼,1,1,3230000,2920000,2940000,370000,86590000,18070000,18450000,1350000,3230000,14040000
670829-1141187,오병철,37530000,미혼,1,2,4140000,1600000,3820000,800000,147940000,48190000,38570000,3720000,3910000,17990000
820412-1709721,이정웅,60260000,기혼,0,4,490000,1500000,5280000,1770000,197230000,22080000,32570000,1680000,4520000,15240000
190428-2322607,윤순옥,83610000,기혼,0,2,4560000,2630000,3130000,300000,30480000,28650000,2130000,3250000,4690000,18560000
650906-2165085,김영미,23480000,미혼,1,1,3590000,1030000,4190000,1140000,85650000,49100000,11680000,2150000,460000,12560000
880108-1806062,심명숙,69890000,미혼,2,5,4740000,1900000,7050000,20000,190370000,57510000,38530000,1050000,2140000,16900000
160406-2171859,김선영,31550000,기혼,1,2,3380000,500000,7440000,110000,56880000,73190000,33770000,310000,2110000,13850000
540113-1965067,주성수,90520000,기혼,3,4,4110000,2080000,6330000,190000,71370000,82990000,18410000,2320000,1360000,16390000
560504-2550480,하영호,56930000,미혼,3,3,3780000,630000,6470000,1980000,102420000,25860000,23390000,2680000,4700000,20240000
690515-1183570,홍영철,40710000,미혼,2,2,340000,640000,1240000,820000,189050000,68060000,20080000,1840000,6600000,11480000
400602-2541215,노경수,63430000,기혼,3,2,3360000,2660000,1440000,1890000,149830000,87100000,47060000,3890000,6200000,19440000
050024-1310678,윤경숙,73150000,미혼,1,4,4610000,2680000,5360000,1250000,192380000,48520000,32010000,440000,6740000,21080000
000514-2935610,이정수,47640000,기혼,1,5,2320000,1800000,5990000,320000,95470000,83540000,42070000,2960000,5360000,18750000
220903-2666859,박지연,63340000,기혼,1,2,2580000,1820000,690000,750000,181190000,22410000,24680000,2850000,4170000,12860000
420607-1214178,김은서,97000000,미혼,1,4,540000,2720000,6170000,150000,195240000,97360000,43790000,370000,50000,10000000
530105-1371859,이병철,98650000,미혼,0,4,2130000,2320000,1090000,1460000,174740000,11740000,39040000,1240000,1680000,9920000
830520-1405964,김현지,66410000,미혼,2,3,1340000,1200000,3440000,720000,16040000,64090000,16610000,2970000,4240000,13910000
850003-2479873,송병철,30900000,기혼,1,3,440000,1740000,6310000,750000,147060000,78200000,33760000,1940000,4350000,15530000
800913-1104409,조현주,44820000,기혼,3,3,1550000,1940000,2600000,650000,17290000,40180000,38470000,60000,3050000,9850000
810823-2185746,김춘자,85780000,기혼,0,3,3560000,1910000,4030000,1230000,51970000,34610000,45540000,2250000,2010000,14990000
070019-2781725,임상호,39800000,미혼,0,5,2980000,610000,1850000,210000,24390000,21240000,2070000,1070000,1440000,8160000
850006-1971739,이영호,59030000,미혼,3,3,4490000,2550000,5770000,1620000,154170000,63220000,24270000,2940000,2910000,20280000
110000-2505402,김영환,97410000,기혼,2,1,2020000,40000,1230000,0,171300000,44900000,45770000,1810000,3390000,8490000
880707-2400689,송현숙,97890000,기혼,3,3,540000,130000,4760000,350000,114740000,20270000,4530000,80000,530000,6390000
100418-2581959,오성훈,60730000,미혼,2,3,1530000,2790000,6010000,1050000,142750000,16930000,34040000,1720000,2450000,15550000
800127-2507801,김지은,34910000,미혼,3,5,4500000,2000000,830000,1030000,63350000,39410000,22730000,970000,2230000,11560000
430615-1426562,이지혜,75440000,기혼,3,4,2940000,1280000,1340000,1180000,92090000,20710000,34850000,3920000,2710000,13370000
990523-1501788,장성민,33000000,미혼,2,4,730000,2040000,6900000,1390000,117720000,39200000,41260000,3870000,5810000,20740000
810108-2929884,김명숙,51900000,기혼,0,5,4590000,1510000,4720000,1670000,18030000,35250000,30930000,1020000,4820000,18330000
420602-2258855,김명숙,79860000,기혼,1,3,30000,1320000,4960000,1540000,121060000,42850000,26000000,270000,3840000,11960000
490707-2175703,강서영,82540000,미혼,0,4,970000,1710000,6920000,1860000,113440000,63290000,12470000,1080000,990000,13530000
760104-1937536,김우진,25480000,기혼,1,1,2110000,2980000,5630000,20000,81130000,92130000,8340000,680000,3670000,15090000
130624-2992107,홍서현,95590000,기혼,0,5,1160000,900000,4300000,1880000,134950000,50430000,5500000,200000,5910000,14350000
550128-1479858,김지원,51300000,미혼,2,5,1840000,2780000,5560000,1070000,77910000,36670000,10010000,1060000,3170000,15480000
070512-1563524,주현우,98440000,기혼,1,5,3780000,870000,850000,1320000,178070000,32270000,45390000,3100000,5160000,15080000
310324-2452764,송종수,78600000,기혼,2,5,3000000,1900000,1870000,1200000,44860000,81310000,31250000,1590000,330000,9890000
920712-1745668,오정자,37610000,기혼,0,2,4230000,2340000,6980000,1970000,120310000,73270000,46820000,3810000,1940000,21270000
600507-1974034,안영환,31150000,기혼,3,3,1200000,770000,300000,960000,91210000,83780000,29600000,380000,2220000,5830000
480926-2900342,강우진,23040000,기혼,2,3,4220000,1360000,7790000,590000,184720000,73890000,18920000,1810000,1810000,17580000
270811-1925318,이영희,52310000,기혼,2,3,4050000,2300000,2890000,1600000,40320000,66200000,49790000,1070000,6610000,18520000
180711-2940003,강정숙,22010000,기혼,1,2,3580000,1550000,1480000,240000,77680000,20650000,27810000,840000,2180000,9870000
730225-2847397,김종수,88180000,미혼,0,3,4500000,1360000,3110000,850000,171190000,68710000,41120000,2280000,690000,12790000
270018-2365609,심지민,55890000,미혼,2,4,790000,630000,7660000,1180000,177650000,39360000,39680000,3810000,3720000,17790000
190808-1165348,김성훈,99870000,미혼,2,5,380000,720000,4220000,320000,81320000,17340000,24700000,2670000,1150000,9460000
300617-1969642,최준영,80800000,기혼,1,3,180000,2990000,4530000,490000,17690000,10380000,14740000,2250000,2570000,13010000
120922-1105896,이성민,44720000,미혼,0,3,1890000,30000,1650000,150000,194740000,98080000,48000000,1880000,960000,6560000
800010-2387568,구예진,76370000,미혼,2,1,1350000,1720000,2550000,340000,193230000,90450000,39340000,3290000,320000,9570000
020115-2359396,박현지,95100000,기혼,2,4,4300000,1510000,3760000,1560000,179200000,43370000,47550000,830000,4320000,16280000
850801-2564591,이정훈,49810000,미혼,1,4,2450000,590000,1960000,20000,158540000,96910000,6830000,1910000,3700000,10630000
310520-1535212,김재현,89500000,기혼,2,3,590000,900000,280000,510000,90720000,9010000,41020000,2960000,490000,5730000
870127-1668237,김예지,35480000,기혼,2,3,4400000,2360000,3500000,1900000,188460000,45350000,38860000,1430000,5710000,19300000
980914-2834501,이지훈,98410000,미혼,0,5,4960000,3000000,5390000,1350000,193240000,70850000,27600000,3410000,1850000,19960000
580500-2309432,박영수,34960000,미혼,0,2,2280000,2180000,3640000,440000,163940000,89970000,44290000,2110000,1480000,12130000
230919-2920594,최영일,41080000,미혼,3,5,490000,2730000,2990000,500000,188160000,18290000,16770000,2040000,3910000,12660000
820019-1201051,김도윤,57110000,미혼,2,5,4840000,980000,6990000,1260000,51560000,36740000,21080000,1790000,1480000,17340000
960919-1343116,민지연,91350000,기혼,2,5,3430000,1550000,5780000,1600000,192730000,41820000,22620000,560000,6260000,19180000
280720-1192942,박정희,84140000,기혼,1,5,100000,570000,6460000,2000000,118820000,38860000,29370000,3100000,3840000,16070000
070628-1195072,장현우,53570000,기혼,2,1,4780000,1780000,3460000,1180000,190350000,17630000,26720000,660000,2280000,14140000
500228-2737234,배유진,79040000,미혼,2,2,80000,2340000,6560000,580000,56340000,36190000,43280000,2920000,2700000,15180000
140620-2528914,이윤서,51130000,미혼,1,2,1000000,490000,3200000,710000,56500000,95340000,23790000,190000,7000000,12590000
320700-2974663,한지현,84830000,미혼,3,1,4790000,760000,7430000,1330000,37330000,44640000,46730000,2560000,2980000,19850000
930518-2429554,허순자,90540000,미혼,3,1,4140000,2980000,7540000,600000,16600000,77870000,46950000,2340000,4350000,21950000
180410-2274891,이민서,65700000,기혼,1,4,1460000,570000,4610000,650000,156240000,18760000,32860000,3980000,710000,11980000
580028-2081928,고상훈,97580000,미혼,0,2,1900000,2260000,30000,450000,157330000,97820000,30550000,150000,3860000,8650000
110924-1183033,김민석,34890000,미혼,3,3,3240000,1800000,3560000,1810000,51290000,64460000,15930000,3070000,3650000,17130000
440520-2505038,송승민,24480000,미혼,3,2,4210000,260000,1950000,70000,186140000,55550000,48190000,2750000,2640000,11880000
820607-2566525,배상훈,61870000,미혼,3,2,2690000,1000000,7240000,550000,78060000,61300000,9720000,170000,2770000,14420000
170427-2462695,최지영,84500000,기혼,2,4,2320000,1260000,6030000,660000,63910000,14030000,30260000,2090000,1480000,13840000
350316-1625840,이준혁,41950000,기혼,2,5,2910000,60000,7200000,770000,31770000,18140000,3090000,1720000,4340000,17000000
510016-2714469,이준호,56620000,미혼,0,1,390000,2830000,7720000,1830000,34420000,46360000,34190000,2360000,4080000,19210000
050906-2444168,김영숙,82470000,미혼,1,2,3900000,1210000,1230000,2000000,63140000,20010000,31920000,1310000,3820000,13470000
260306-2270858,강하윤,23990000,미혼,1,5,2270000,940000,7850000,580000,191180000,85500000,43760000,360000,5450000,17450000
280211-1088384,차숙자,63340000,미혼,1,5,1550000,230000,3500000,1470000,19820000,73030000,16550000,3670000,3460000,13880000
190215-2546849,박선영,76870000,기혼,1,4,1160000,950000,1170000,1050000,112400000,72640000,29490000,3380000,6270000,13980000
390223-1757762,정지영,28490000,기혼,0,4,390000,1020000,7300000,1330000,77610000,87320000,49940000,980000,1680000,12700000
040409-2990354,장경자,81220000,미혼,0,4,100000,100000,2960000,980000,45860000,87310000,6550000,500000,6830000,11470000
200620-2799774,윤영철,94940000,기혼,2,5,1900000,740000,6010000,1090000,32700000,63480000,31500000,80000,4410000,14230000
000726-2568109,이은지,59250000,미혼,3,3,2660000,2750000,5300000,1590000,88730000,94920000,34830000,3720000,4020000,20040000
670412-1122227,송지연,45030000,미혼,2,2,2120000,2790000,6230000,400000,145930000,72130000,17590000,860000,1660000,14060000
450605-2395906,서예준,67940000,미혼,1,5,2420000,2710000,1360000,170000,185710000,87220000,47190000,1870000,1710000,10240000
940025-2374867,서주원,25110000,기혼,3,5,760000,2520000,6190000,810000,83180000,70270000,28610000,1800000,5220000,17300000
200402-2738296,박성호,71400000,기혼,0,2,2420000,1090000,5470000,1350000,56190000,48150000,3350000,2630000,2170000,15130000
980122-1439693,최영식,81190000,기혼,0,3,2770000,650000,4210000,1760000,39550000,80280000,16540000,2450000,2650000,14490000
790101-1507346,이민재,61050000,미혼,0,1,3040000,1550000,6550000,810000,55130000,25830000,29630000,2020000,1320000,15290000
020617-2001270,장아름,81910000,기혼,3,4,970000,1710000,7610000,1380000,163300000,9670000,8840000,1850000,2330000,15850000
810304-1065352,김은영,26260000,미혼,3,5,2410000,2190000,7100000,1510000,128340000,99880000,29950000,1990000,6910000,22110000
110317-1760912,김광수,29180000,미혼,0,1,1520000,710000,4700000,390000,109770000,90000000,13150000,850000,6390000,14560000
930324-1798967,이중수,95880000,미혼,3,5,810000,470000,3610000,560000,93930000,84240000,48760000,2290000,2340000,10080000
810603-1440291,김채원,34010000,기혼,0,3,1060000,1220000,1910000,840000,78500000,88310000,42590000,3030000,360000,8420000
900204-1132275,김재현,31640000,기혼,1,5,1690000,1210000,4720000,1760000,12900000,16250000,26970000,3810000,650000,13840000
110309-2652405,최서윤,36700000,기혼,3,3,4570000,1470000,6220000,1220000,66980000,62190000,35040000,3890000,5870000,23240000
990713-1090708,황성현,45000000,기혼,3,2,3050000,1610000,4240000,1160000,179340000,75530000,9370000,2720000,2220000,15000000
810203-2323275,박숙자,92750000,미혼,2,3,4550000,1840000,4590000,1750000,114510000,5520000,29550000,2980000,6870000,22580000
600418-1003190,이명자,26830000,기혼,1,4,4020000,2740000,3640000,1790000,13460000,35980000,4390000,1850000,6870000,20910000
510719-2943777,김지혜,75360000,기혼,1,2,550000,2810000,1430000,1060000,17450000,33280000,26680000,2030000,5650000,13530000
760927-1261659,이미숙,46130000,기혼,2,1,3100000,2880000,2160000,620000,171110000,58470000,9170000,2550000,2980000,14290000
620125-2082775,강성현,31790000,미혼,1,1,1170000,770000,2630000,1650000,111050000,82040000,48090000,960000,4370000,11550000
020303-1913087,박종수,45220000,기혼,3,4,280000,1180000,2160000,1300000,82020000,72790000,25560000,2830000,3200000,10950000
020619-1044682,박영호,76810000,미혼,2,5,3900000,2480000,5960000,380000,133860000,91920000,12300000,3430000,480000,16630000
880011-1633058,김현정,95580000,기혼,1,3,2660000,2890000,6400000,1130000,54050000,92060000,19610000,2730000,6080000,21890000
970112-2275560,나수민,69520000,기혼,1,2,3810000,1220000,3900000,1070000,187680000,21280000,40120000,3340000,4640000,17980000
750609-2992097,박명숙,60160000,기혼,0,5,1910000,1260000,7980000,530000,86160000,86420000,19290000,1920000,1620000,15220000
510910-2130458,임상훈,66600000,기혼,2,4,4190000,1950000,4310000,670000,177300000,7220000,7820000,3290000,5360000,19770000
280809-1976947,신수진,55560000,기혼,1,3,3070000,310000,4180000,1020000,21950000,27430000,42800000,2530000,40000,11150000
150225-2714008,김경희,29640000,미혼,0,1,2280000,2340000,3480000,1420000,148440000,63820000,30400000,1520000,6470000,17510000
880310-1832174,김재현,74200000,미혼,0,1,1890000,1560000,5090000,690000,66420000,44400000,14980000,1090000,2730000,13050000
520218-1583430,윤서현,67760000,기혼,0,3,1700000,1890000,1230000,1170000,76070000,59550000,19130000,1770000,920000,8680000
810007-1943036,박지우,70110000,기혼,1,1,2070000,1880000,3440000,1270000,67690000,20420000,13610000,1750000,5380000,15790000
430714-2417248,홍경수,74780000,기혼,2,5,2470000,710000,230000,770000,195690000,63970000,32480000,3520000,240000,7940000
640509-2102028,김순옥,56170000,기혼,0,1,1490000,1810000,7270000,1410000,35840000,25120000,9060000,3680000,860000,16520000
350709-1176325,강은경,77090000,미혼,3,3,4700000,30000,2640000,880000,179930000,72250000,38780000,1560000,6690000,16500000
330010-2034254,최성호,24540000,기혼,1,1,3640000,830000,6250000,1470000,60970000,54180000,10890000,3620000,3130000,18940000
010209-2437362,류영순,54780000,미혼,3,3,1350000,0,1290000,1510000,85870000,50330000,8460000,1050000,60000,5260000
480428-1013454,김경수,75700000,기혼,1,3,660000,1560000,3160000,630000,41800000,36810000,12760000,1170000,370000,7550000
240125-1406766,손준서,70390000,미혼,0,3,610000,1260000,2150000,1640000,115130000,85860000,2340000,2340000,4190000,12190000
310303-2055235,서영일,45470000,미혼,1,2,990000,270000,1820000,530000,20670000,96050000,47990000,2610000,1180000,7400000
350208-2422002,윤진우,95300000,미혼,1,2,1770000,720000,5340000,890000,143360000,18600000,35570000,3800000,5900000,18420000
300912-2883391,김성호,27700000,기혼,2,3,2390000,1970000,1470000,300000,138100000,22030000,12120000,3280000,5690000,15100000
550029-1728007,김준서,95900000,미혼,2,1,1370000,1020000,7790000,560000,81020000,96840000,36720000,1160000,6080000,17980000
410516-2930165,이영길,50800000,기혼,0,5,3860000,2450000,250000,1470000,144580000,28190000,13530000,3660000,2070000,13760000
020610-1382402,문영환,93590000,미혼,0,1,1870000,930000,7380000,810000,138210000,41900000,11500000,1360000,1640000,13990000
860317-1607580,김지연,64550000,기혼,1,3,3340000,2630000,2660000,70000,11730000,12870000,43060000,1240000,5250000,15190000
740720-2986273,김현주,29780000,미혼,2,4,830000,2130000,6950000,130000,137080000,16610000,6170000,510000,4190000,14740000
540027-1820987,김유진,82470000,기혼,3,4,730000,570000,5610000,1770000,138380000,6630000,29550000,3050000,5430000,17160000
050419-1414544,김중수,62500000,기혼,1,2,1590000,890000,4550000,1190000,84460000,27740000,40470000,130000,2110000,10460000
560627-2907488,김경희,21410000,미혼,1,1,1140000,1540000,5560000,300000,113650000,38390000,43720000,3640000,6160000,18340000
450425-2515935,김은서,41680000,기혼,0,4,4750000,160000,7560000,310000,32260000,33870000,9580000,2140000,1560000,16480000
810013-1638833,장예원,66660000,기혼,3,5,3250000,1470000,1570000,1120000,189340000,51260000,16580000,0,860000,8270000
670320-1369559,이지연,89830000,기혼,1,4,1640000,2600000,5960000,910000,173240000,93900000,33780000,3670000,5860000,20640000
790117-1980139,정예진,78760000,미혼,0,4,510000,1610000,750000,10000,72780000,69540000,36600000,3660000,6460000,13000000
030222-1909385,황준호,74060000,미혼,3,3,3520000,2370000,6040000,1650000,50440000,50130000,21730000,3050000,5490000,22120000
280316-2471330,김상호,94200000,미혼,2,5,2930000,1910000,2910000,1200000,10160000,29840000,49500000,490000,3770000,13210000
460429-2875967,최예원,70380000,기혼,2,3,3270000,2950000,3170000,60000,59720000,27510000,31700000,3160000,6190000,18800000
480712-2688202,백영진,46460000,기혼,0,3,4020000,1430000,4790000,840000,183840000,31120000,36830000,920000,5230000,17230000
560303-1181867,김성수,42420000,기혼,0,5,1370000,1480000,990000,1060000,16980000,25610000,30730000,1790000,1530000,8220000
750801-2654504,서영숙,23700000,기혼,3,5,970000,350000,6220000,1560000,120380000,75120000,11890000,2170000,5880000,17150000
110312-2052048,양영일,46730000,기혼,1,1,3390000,1570000,3270000,130000,93250000,17070000,22000000,1940000,6770000,17070000
340111-1358538,김미경,32580000,미혼,2,1,2480000,1700000,5880000,520000,65230000,36300000,24800000,1010000,4590000,16180000
450308-2047669,최선영,51300000,기혼,0,1,40000,2760000,7270000,1690000,35650000,13520000,36640000,3790000,5600000,21150000
280808-2677321,김정남,44590000,기혼,1,3,4940000,1200000,3910000,1650000,10530000,36940000,46960000,1020000,6740000,19460000
300328-2148817,김영숙,91420000,미혼,3,2,3220000,2670000,4860000,40000,185160000,78110000,38620000,1510000,660000,12960000
080018-2885331,최준호,91130000,기혼,1,1,1010000,1160000,7380000,770000,50960000,59220000,28730000,1790000,5710000,17820000
230319-1363831,고미정,58180000,기혼,2,3,3800000,1660000,4660000,1830000,49670000,31390000,29160000,3880000,5640000,21470000
140914-1415406,이영환,49360000,미혼,1,5,3040000,1600000,5510000,1620000,23760000,23050000,10860000,2770000,2930000,17470000
010117-1219054,남지은,68120000,미혼,2,5,310000,1890000,6870000,1830000,156740000,43450000,4180000,1600000,6180000,18680000
170412-1689518,황예준,53670000,미혼,2,4,3230000,1630000,520000,1270000,141610000,56830000,33400000,3530000,2320000,12500000
540628-2867998,최명자,65780000,기혼,2,1,4190000,1670000,5700000,1230000,143560000,52780000,27090000,2220000,3240000,18250000
300421-2487475,김수진,32380000,기혼,1,5,1610000,1380000,2580000,820000,187790000,92280000,25880000,3040000,6780000,16210000
030408-1627195,김정순,56570000,미혼,0,4,3560000,2020000,2050000,1990000,26300000,56650000,29780000,3340000,6160000,19120000
060827-1436422,김지아,45870000,미혼,0,2,2540000,1730000,2360000,230000,34490000,78890000,27740000,180000,6820000,13860000
340825-1166675,심지아,69690000,미혼,0,5,2360000,820000,2160000,500000,161340000,29850000,45640000,1430000,1730000,9000000
590011-2365771,황유진,66820000,미혼,1,2,4060000,2850000,6670000,1020000,71040000,81430000,5220000,250000,4910000,19760000
530511-1918822,김현주,43940000,기혼,3,2,2180000,850000,190000,1440000,126210000,60160000,32360000,2500000,20000,7180000
780810-2980134,이성현,82260000,기혼,1,1,1500000,2690000,6500000,510000,178470000,81840000,7550000,770000,6060000,18030000
110413-1654138,백수진,31440000,기혼,0,1,4780000,1920000,5340000,1090000,89050000,12720000,2850000,1940000,920000,15990000
680420-2059104,김도윤,49720000,기혼,2,1,10000,280000,7550000,1640000,109380000,85700000,49570000,2420000,4920000,16820000
760603-2614185,조정훈,33130000,기혼,3,1,2820000,1490000,910000,570000,132220000,17680000,10120000,490000,240000,6520000
420927-2142765,고상철,32340000,기혼,2,4,3430000,550000,1490000,1320000,57160000,93180000,31740000,2410000,1360000,10560000
890416-1320460,박영환,57000000,미혼,2,2,440000,1430000,580000,1830000,41700000,40230000,16900000,3440000,980000,8700000
810408-1752958,최정남,39590000,기혼,0,1,3580000,370000,4180000,990000,69420000,8520000,44530000,440000,1960000,11520000
